State,County,ID_loc
south dakota,edmunds,1004
south dakota,faulk,1005
south dakota,grant,1006
south dakota,gregory,1007
south dakota,haakon,1008
south dakota,hamlin,1009
south dakota,hand,1010
south dakota,hanson,1011
south dakota,hughes,1012
south dakota,hutchinson,1013
south dakota,hyde,1014
south dakota,jackson,1015
south dakota,jerauld,1016
south dakota,jones,1017
south dakota,kingsbury,1018
south dakota,lake,1019
south dakota,lincoln,1020
south dakota,lyman,1021
south dakota,marshall,1022
south dakota,mccook,1023
south dakota,mcpherson,1024
south dakota,meade,1025
south dakota,mellette,1026
south dakota,miner,1027
south dakota,minnehaha,1028
south dakota,moody,1029
south dakota,oglala lakota,1030
south dakota,pennington,1031
south dakota,perkins,1032
south dakota,potter,1033
south dakota,roberts,1034
south dakota,sanborn,1035
south dakota,spink,1036
south dakota,stanley,1037
south dakota,sully,1038
south dakota,todd,1039
south dakota,tripp,1040
south dakota,turner,1041
south dakota,union,1042
south dakota,walworth,1043
south dakota,yankton,1044
south dakota,ziebach,1045
