State,County,lat,long,ID_loc
kentucky,harlan,36.8411336,-83.22678,445
kentucky,harrison,38.4355948,-84.3216412,446
kentucky,hart,37.2921203,-85.8845579,447
kentucky,henderson,37.836751299999996,-87.59076309999999,448
kentucky,henry,38.447983,-85.1191168,449
kentucky,hickman,36.6903525,-88.9587214,450
kentucky,hopkins,37.300681700000005,-87.5612458,451
kentucky,jackson,37.4200233,-83.9913882,452
kentucky,jefferson,38.1787175,-85.664528,453
kentucky,jessamine,37.865286600000005,-84.576902,454
kentucky,johnson,37.8397984,-82.8159642,455
kentucky,kenton,38.9252546,-84.5331967,456
kentucky,knott,37.3521946,-82.9314574,457
kentucky,knox,36.8934427,-83.8545725,458
kentucky,larue,37.5257936,-85.7027413,459
kentucky,laurel,37.1000973,-84.11482729999999,460
kentucky,lawrence,38.060180700000004,-82.7316588,461
kentucky,lee,37.6001442,-83.70730429999999,462
kentucky,leslie,37.082981,-83.3750732,463
kentucky,letcher,37.1208843,-82.8451698,464
kentucky,lewis,38.5192128,-83.3400338,465
kentucky,lincoln,37.4657952,-84.65736770000001,466
kentucky,livingston,37.189862700000006,-88.33438249999999,467
kentucky,logan,36.823707,-86.88336070000001,468
kentucky,lyon,36.9981232,-88.0658149,469
kentucky,madison,37.7298081,-84.2974735,470
kentucky,magoffin,37.685987299999994,-83.03904399999999,471
kentucky,marion,37.541374700000006,-85.2650391,472
kentucky,marshall,36.8624306,-88.3264641,473
kentucky,martin,37.802224200000005,-82.5077178,474
kentucky,mason,38.5755445,-83.8118236,475
kentucky,mccracken,37.033583899999996,-88.71072009999999,476
kentucky,mccreary,36.735774,-84.4960095,477
kentucky,mclean,37.521627200000005,-87.2594272,478
kentucky,meade,37.93133710000001,-86.1902231,479
kentucky,menifee,37.935760200000004,-83.6014187,480
kentucky,mercer,37.8087581,-84.87608359999999,481
kentucky,metcalfe,36.97670170000001,-85.62544840000001,482
kentucky,monroe,36.699465000000004,-85.7284653,483
kentucky,montgomery,38.0372304,-83.9152368,484
kentucky,morgan,37.919875899999994,-83.2097119,485
kentucky,muhlenberg,37.1984359,-87.1417319,486
kentucky,nelson,37.8078463,-85.4741595,487
kentucky,nicholas,38.3287954,-84.01535809999999,488
kentucky,ohio,37.475769799999995,-86.85606390000001,489
kentucky,oldham,38.497563899999996,-85.4210695,490
kentucky,owen,38.5303187,-84.819254,491
kentucky,owsley,37.4082295,-83.68199399999999,492
kentucky,pendleton,38.691460600000006,-84.3689142,493
kentucky,perry,37.220360799999995,-83.1640699,494
kentucky,pike,37.451243100000006,-82.38557220000001,495
kentucky,powell,37.8192526,-83.8239902,496
kentucky,pulaski,37.112478100000004,-84.59389300000001,497
kentucky,robertson,38.513372,-84.0465647,498
kentucky,rockcastle,37.3885959,-84.3254309,499
kentucky,rowan,38.1822638,-83.4039128,500
kentucky,russell,38.517302799999996,-82.6976631,501
kentucky,scott,38.2776401,-84.5816131,502
kentucky,shelby,38.2215625,-85.2111267,503
kentucky,simpson,36.73518,-86.57801020000001,504
kentucky,spencer,38.0237475,-85.32038990000001,505
