,Iteration,Cor_train,test_RMSE,Cor_is,training_RMSE
0,0.0,-0.22916858040127824,55.0218505859375,0.33323253866054875,41.42770004272461
1,1000.0,-0.03689566721338533,25.943603515625,-0.44245071899212557,14.195096015930176
2,2000.0,-0.07980681572959687,18.586624145507812,-0.20081227566254528,10.703303337097168
3,3000.0,-0.0709059893411334,17.593177795410156,-0.055415007454738895,10.660447120666504
4,4000.0,0.07638556673931704,17.70468521118164,-0.08703645470762614,10.724947929382324
5,5000.0,0.4185498579525675,17.753408432006836,0.5360115424989979,11.191304206848145
6,6000.0,0.7685894908359697,13.048646926879883,0.7835698309138033,7.330738544464111
7,7000.0,0.8512871359062194,8.301691055297852,0.8058673545802307,5.611608028411865
8,8000.0,0.8878249675324965,7.050922870635986,0.8201631474488981,4.875758647918701
9,9000.0,0.9013924573747873,6.567819595336914,0.8296117564024218,4.59372615814209
10,10000.0,0.9076671894571556,6.692348957061768,0.8367832489231315,4.737693786621094
11,11000.0,0.9166952586586747,6.6915364265441895,0.8447357714518358,4.4023213386535645
12,12000.0,0.9254461554093865,6.427220344543457,0.8484642831461303,4.083866119384766
13,13000.0,0.9266895335556432,6.26543664932251,0.8490606626093969,3.9856760501861572
14,14000.0,0.9371592332373134,6.202396392822266,0.8391428260809405,3.8636951446533203
15,15000.0,0.9336359586680996,6.696170806884766,0.8349544261973516,3.7596073150634766
16,16000.0,0.9318382737648546,6.72623348236084,0.8571790696472119,3.912341356277466
17,17000.0,0.9326797685435491,6.020974636077881,0.8480548761477291,4.068843841552734
18,18000.0,0.9369114866194114,6.941726207733154,0.8671133410767876,4.14506196975708
19,19000.0,0.9288999566482561,6.022205829620361,0.8593883447679028,3.867753744125366
20,20000.0,0.9480151315741937,5.815763473510742,0.863794304695982,3.535221576690674
21,21000.0,0.938996659717788,6.20777702331543,0.87009183726218,3.6269073486328125
22,22000.0,0.9370725962627647,5.879327297210693,0.8689016863100706,3.818596839904785
23,23000.0,0.9264807099296601,6.101165294647217,0.8621116228261703,3.9062368869781494
24,24000.0,0.9451456468416245,6.22539758682251,0.8600254417543852,3.4154212474823
25,25000.0,0.9472952260677368,5.6546831130981445,0.8654758875533157,3.8000435829162598
26,26000.0,0.9489881535239405,6.217761516571045,0.8633940848161109,3.3169124126434326
27,27000.0,0.9545319904637671,6.302379608154297,0.8603057273160525,3.3162732124328613
28,28000.0,0.9532424442210967,5.850945472717285,0.8659537911408162,3.441246509552002
29,29000.0,0.9574021186000272,6.516392707824707,0.8691323338692086,3.2143232822418213
30,30000.0,0.955652145076594,6.528641700744629,0.8643257148160407,3.150956153869629
31,31000.0,0.9542867688611046,6.225317001342773,0.8644967134872577,3.2979166507720947
32,32000.0,0.9542532032358736,6.505708694458008,0.866497813302488,3.254258632659912
33,33000.0,0.9557014314728888,6.2700982093811035,0.8618536873527708,3.27329683303833
34,34000.0,0.9481640046383389,6.6183085441589355,0.8685546500940557,3.411003589630127
35,35000.0,0.9606637719587523,6.851158142089844,0.8541001760707783,3.186850070953369
36,36000.0,0.949710309201415,6.6297926902771,0.8543640290250676,3.3244869709014893
37,37000.0,0.9482180644240884,6.716382026672363,0.8588516362768165,3.358813762664795
38,38000.0,0.9551855862689069,6.72120475769043,0.854030305317783,3.176734447479248
39,39000.0,0.9638724759111563,7.571915149688721,0.8532143340022081,3.157736301422119
40,40000.0,0.9568232426132252,6.995233058929443,0.8565973875989213,3.17722487449646
41,41000.0,0.9636028248188195,7.116201877593994,0.8452571748055702,2.9692440032958984
42,42000.0,0.9579768571846725,6.626187324523926,0.8566552749609376,3.1557016372680664
43,43000.0,0.9669134246201667,7.038784980773926,0.8476439941000155,2.7363429069519043
44,44000.0,0.9556628407711987,6.696133613586426,0.8546763827791316,3.111222267150879
45,45000.0,0.9624417921332648,6.520130634307861,0.8526651311145145,2.975618362426758
46,46000.0,0.9619056732087903,7.719663143157959,0.8390189852305868,3.2588582038879395
47,47000.0,0.9650948942694467,7.260578155517578,0.8425934769707737,2.794337034225464
48,48000.0,0.9611957918719336,7.229546070098877,0.8462470757891247,2.9572486877441406
49,49000.0,0.9666488310768881,7.306889533996582,0.8393657356436407,2.765432119369507
50,50000.0,0.9615685308122268,7.280405521392822,0.8364470871753771,2.966050386428833
51,51000.0,0.9679172284071443,7.139195442199707,0.8466076725408691,2.8250553607940674
52,52000.0,0.9633854622522939,6.91848611831665,0.8326201040604225,2.8900339603424072
53,53000.0,0.9582271404193174,7.293467998504639,0.8385804515130292,3.112128734588623
54,54000.0,0.9604346275788358,6.971974849700928,0.8334984271526111,3.0033605098724365
55,55000.0,0.9653688076786991,6.927626609802246,0.8420051033079464,2.8246610164642334
56,56000.0,0.9685145990762193,6.805536270141602,0.8411374346327823,2.745943784713745
57,57000.0,0.9616472187836628,6.777871608734131,0.8463854350840465,2.8579092025756836
58,58000.0,0.9706890383806106,7.133668422698975,0.8385827694228082,2.666958808898926
59,59000.0,0.962281995495384,6.917477607727051,0.8358766011109688,2.9160215854644775
60,60000.0,0.9679007017007218,7.079840183258057,0.8456286881282413,2.708566427230835
61,61000.0,0.9689378804189767,7.593191146850586,0.837168785067454,2.7443082332611084
