,Iteration,training_RMSE,test_RMSE,Cor_train,Cor_is
0,0.0,40.93690872192383,55.41971206665039,-0.296088859838405,0.018507906069846692
1,1000.0,22.343320846557617,35.48367691040039,-0.22628834305188517,-0.16129858729217966
2,2000.0,15.537508964538574,27.143617630004883,-0.19790138710305866,-0.12187414273916936
3,3000.0,11.647775650024414,21.462879180908203,-0.13175722055264188,-0.12275403526763014
4,4000.0,10.68923568725586,18.562780380249023,-0.16583198131941293,0.011913073956378464
5,5000.0,10.417797088623047,17.64321517944336,-0.14967649617587567,0.15774330077346163
6,6000.0,10.859452247619629,17.80375099182129,-0.13633508711389578,0.0917845164325102
7,7000.0,10.940340042114258,17.61418342590332,-0.07405478452753243,-0.03801323697234264
8,8000.0,10.79235553741455,17.626441955566406,-0.03493100726229292,0.11166822125923367
9,9000.0,10.388325691223145,17.783411026000977,-0.02260405149446068,-0.2224456456394975
10,10000.0,10.56335735321045,17.6411075592041,-0.03180433197285116,0.06350535624884082
11,11000.0,10.544624328613281,17.66149139404297,0.07511294925430924,0.06350535624884082
12,12000.0,10.556525230407715,17.571575164794922,0.06296908340094357,
13,13000.0,10.768800735473633,17.597274780273438,-0.01853141513560169,
14,14000.0,10.742283821105957,17.663124084472656,-0.067662663666016,-0.058146093097544586
15,15000.0,10.225020408630371,17.453264236450195,0.09846426840108075,0.008579185938072826
16,16000.0,7.04476261138916,12.814160346984863,0.7967855238624516,0.7257819139952851
17,17000.0,5.648500919342041,9.743413925170898,0.8560554530474743,0.7764286380343824
18,18000.0,5.122990608215332,8.378911018371582,0.8754082481734834,0.805053168769723
19,19000.0,4.997002601623535,7.568912506103516,0.8895492956990904,0.8315386410598238
20,20000.0,4.677773952484131,7.029487133026123,0.8998243556121649,0.8368085747480697
21,21000.0,4.624390602111816,6.717198848724365,0.9086823372155405,0.8361161761781964
22,22000.0,4.505470275878906,6.482170104980469,0.9142374300176854,0.8456071976751982
23,23000.0,4.458293914794922,6.517667293548584,0.9109227678162175,0.8431249957634813
24,24000.0,4.1803998947143555,6.400047779083252,0.9233702272845916,0.8524166558431191
25,25000.0,4.01267671585083,6.250582695007324,0.9307693384994677,0.8506846106359992
26,26000.0,3.8078417778015137,6.301307201385498,0.9310140530792598,0.8348270979889681
27,27000.0,4.147922039031982,6.209432601928711,0.9256420718132407,0.8607968056620222
28,28000.0,3.9280173778533936,6.210597038269043,0.9242655777881373,0.8528728499509189
29,29000.0,4.0181684494018555,6.110044956207275,0.9274163684265878,0.8536059924873083
30,30000.0,3.9009952545166016,6.264731407165527,0.9287596475582817,0.839484144623175
31,31000.0,3.9031689167022705,6.0059380531311035,0.9307358313322313,0.8584658088091783
32,32000.0,3.8757970333099365,6.033647060394287,0.9347989325257395,0.8588640314262893
33,33000.0,3.5973377227783203,6.067834854125977,0.9429976364557445,0.8654725885214669
34,34000.0,3.659404754638672,5.931771755218506,0.9429514373083628,0.8689466222152272
35,35000.0,3.726395845413208,5.885834693908691,0.9374606184916089,0.8653453713006292
36,36000.0,3.5227065086364746,5.826834201812744,0.9463954796040568,0.8706107565937548
37,37000.0,3.607468843460083,5.705977916717529,0.9437604987791707,0.8745702763386463
38,38000.0,3.9767496585845947,5.569234371185303,0.9304283822874411,0.8751240412181266
39,39000.0,3.739063262939453,6.039038181304932,0.9393323999306019,0.869990869712263
40,40000.0,3.733341693878174,5.617846488952637,0.9495574198450479,0.876013532861659
41,41000.0,3.899813652038574,5.672208786010742,0.9350729451996309,0.8780309941520776
42,42000.0,3.8596293926239014,5.8044281005859375,0.9373256687211514,0.8744878308405425
43,43000.0,3.5781290531158447,5.632106304168701,0.9414713195011559,0.8764502739271529
44,44000.0,3.3797502517700195,5.608253002166748,0.9447051084068271,0.8837162867000811
45,45000.0,3.482311725616455,6.028845310211182,0.9471264796319354,0.8681360024953358
46,46000.0,3.5983543395996094,6.141539573669434,0.9447673151416989,0.883312199805746
47,47000.0,3.165426731109619,5.827913284301758,0.9572444407394733,0.8753702304075232
48,48000.0,3.24118971824646,5.6264119148254395,0.9524035213253252,0.8792952758038958
49,49000.0,3.3835620880126953,5.497575759887695,0.9510146253426983,0.884389013429035
50,50000.0,3.287487506866455,5.796821594238281,0.9524692381994497,0.8793044307596873
51,51000.0,3.433774471282959,5.894757270812988,0.9454347649640548,0.8791246783778913
52,52000.0,3.3947949409484863,5.506901264190674,0.9529598012419004,0.8836499736404857
53,53000.0,3.1957204341888428,5.44872522354126,0.9575991211625284,0.8755204313533581
54,54000.0,3.0814104080200195,5.766751289367676,0.9599123749905598,0.8748795841175492
55,55000.0,3.367687702178955,5.635905742645264,0.9489309953684647,0.8829127580656424
56,56000.0,3.4818928241729736,6.137670516967773,0.9513875268778318,0.8810399177820756
57,57000.0,3.2897515296936035,5.654369831085205,0.9522573717394213,0.8818126145442053
58,58000.0,3.2540392875671387,5.914064407348633,0.95123266641029,0.8742149114864026
59,59000.0,3.245537519454956,6.026406764984131,0.9545529834452166,0.8641702248031741
60,60000.0,3.3268144130706787,5.667666435241699,0.951194719343588,0.8736525962989727
61,61000.0,3.166914463043213,6.011151313781738,0.9551912463492174,0.8718344386483531
62,62000.0,3.056366443634033,6.041640758514404,0.9592566985774076,0.8741634828278354
63,63000.0,3.2573959827423096,6.12532901763916,0.9528176050379217,0.8697881332706241
64,64000.0,3.176577568054199,6.133481502532959,0.9563402968599471,0.8738452143937707
65,65000.0,3.1433305740356445,5.81766414642334,0.9575603287608931,0.8760379632486786
66,66000.0,3.199566602706909,5.851730823516846,0.959303998654851,0.8738408342498842
67,67000.0,2.967933416366577,6.137941360473633,0.9627481450116306,0.8718447914925755
68,68000.0,2.8840742111206055,5.8539042472839355,0.9630119552210948,0.8744465929239202
69,69000.0,3.24198317527771,6.107726573944092,0.9566451599257981,0.868077729850887
70,70000.0,2.967184543609619,5.925917625427246,0.9612181292842084,0.875532723066077
71,71000.0,3.240154266357422,6.051790237426758,0.9556834863068628,0.8721604432034752
72,72000.0,3.126667022705078,6.005548000335693,0.9570223077619012,0.8714058685625224
73,73000.0,3.043165683746338,5.923618793487549,0.9600194176259749,0.8724747871901396
74,74000.0,3.2226576805114746,6.224848747253418,0.9543319287992738,0.8701445461744729
75,75000.0,3.022716999053955,6.072428226470947,0.9595665904421259,0.8686538284018702
