,Cor_is,Cor_train,training_RMSE,Iteration,test_RMSE
0,0.4629964032102483,0.0428912671681832,41.05329132080078,0.0,54.918739318847656
1,-0.40488330778056897,-0.20861078945543157,15.390580177307129,1000.0,27.735082626342773
2,-0.29434902611762825,-0.18267356201521193,11.003189086914062,2000.0,19.007122039794922
3,-0.3192425818080182,-0.07980006211302736,10.77769947052002,3000.0,17.668676376342773
4,-0.19474807370271333,-0.0920980319270916,10.812268257141113,4000.0,17.770164489746094
5,-0.12289191693967787,0.08077687691397475,10.98806095123291,5000.0,17.840839385986328
6,-0.35104925021867867,0.04087128620172299,10.848442077636719,6000.0,17.58145523071289
7,0.7333979874792927,0.826445423957293,6.692490100860596,7000.0,10.506823539733887
8,0.8096149924907072,0.8714768957177951,5.259572505950928,8000.0,7.718017101287842
9,0.8530669646651653,0.8945197844488129,4.877148151397705,9000.0,6.641933917999268
10,0.8546866559507823,0.9111399676729841,4.457202434539795,10000.0,6.222410678863525
11,0.8667765405708403,0.9056953664982207,4.50246000289917,11000.0,5.956065654754639
12,0.8686616123439048,0.9195657171382963,4.187889099121094,12000.0,5.684223175048828
13,0.8713878814934864,0.927719307569498,4.105769634246826,13000.0,5.738471984863281
14,0.8720270094389316,0.9213900676430925,4.00645637512207,14000.0,5.66136360168457
15,0.8686587280811444,0.9302926434789468,3.956582546234131,15000.0,5.812060832977295
16,0.8754840389073717,0.9379537603447918,3.714632511138916,16000.0,6.158396244049072
17,0.872735676467191,0.9304728577163598,3.9961647987365723,17000.0,5.69979190826416
18,0.8710095745853133,0.9415596614215325,3.4926130771636963,18000.0,5.956507205963135
19,0.8778424962606248,0.9366613633647696,3.6851320266723633,19000.0,6.23567008972168
20,0.8768703926156263,0.9431557990350474,3.592386245727539,20000.0,5.3972272872924805
21,0.8774762829629772,0.9335351762465904,3.881606340408325,21000.0,5.93693208694458
22,0.8772143823638829,0.9495818401908848,3.3867299556732178,22000.0,6.156955242156982
23,0.8700430751152218,0.9488040524407296,3.3999545574188232,23000.0,6.058313846588135
24,0.8814219603675009,0.9494874686243657,3.4016997814178467,24000.0,5.836709499359131
25,0.8754683792280201,0.9477251938450921,3.5467851161956787,25000.0,6.039916038513184
26,0.8786040966073532,0.9457939785520698,3.514880657196045,26000.0,5.846003532409668
27,0.8860936730888018,0.9535931119512785,3.295522451400757,27000.0,6.047426223754883
28,0.876010841072462,0.9537420375145454,3.3109967708587646,28000.0,6.322745323181152
29,0.8777363668056399,0.955602721801575,3.3189404010772705,29000.0,5.956264972686768
30,0.8837785919916549,0.952009488318811,3.3219454288482666,30000.0,6.087108612060547
31,0.8709400971547625,0.9474766536681155,3.4524669647216797,31000.0,6.795136451721191
32,0.8833332092251962,0.9546648321354263,3.191417932510376,32000.0,6.417247772216797
33,0.8735727773316979,0.955691595491528,3.153898000717163,33000.0,6.096075534820557
34,0.8718031578935419,0.9513141047329161,3.491846799850464,34000.0,6.74553108215332
35,0.8770727966326827,0.9554219688434993,3.1373884677886963,35000.0,6.059476852416992
36,0.8661321499292596,0.958019266681719,3.165573835372925,36000.0,6.214089870452881
37,0.8792353486604417,0.9498150662344691,3.3295609951019287,37000.0,6.296368598937988
38,0.8726641332557342,0.9596866366151736,2.8960318565368652,38000.0,6.594849586486816
39,0.8740957106006878,0.9545911977378317,3.262416362762451,39000.0,7.058971405029297
40,0.8652968767404313,0.959114299415081,3.174490213394165,40000.0,6.607316493988037
41,0.8663234134305734,0.9663414585944671,2.8558475971221924,41000.0,7.018181324005127
42,0.8652341811873585,0.9591659907808595,3.046281576156616,42000.0,6.999282360076904
43,0.8683613132225081,0.9610401871190062,2.9534263610839844,43000.0,6.695089817047119
44,0.8616909183154505,0.9689748768095398,2.6908633708953857,44000.0,7.101927280426025
45,0.8547903935535637,0.9640523461267625,2.798032283782959,45000.0,6.882849216461182
46,0.8721312738449057,0.9593704309632765,3.1755571365356445,46000.0,6.1315693855285645
47,0.8705900283670621,0.9619438270874087,2.987178325653076,47000.0,7.603007793426514
48,0.8761662773814518,0.9679069744128111,2.6996662616729736,48000.0,6.54498291015625
49,0.8612743128418411,0.963694153665822,2.9454715251922607,49000.0,6.918039798736572
50,0.8690330603962655,0.961966555954334,3.0592963695526123,50000.0,7.114689826965332
51,0.8610851006989382,0.9591880665988561,3.0482943058013916,51000.0,6.944756031036377
52,0.8558772819194138,0.966544808540612,2.758117914199829,52000.0,7.595040798187256
